0,1,2,3,4
90,0,13,42,200
90,0,15,29,200
90,0,5,50,200
90,0,61,6,200
90,0,84,50,200
90,0,85,58,200
90,0,75,11,200
90,0,51,95,200
90,0,28,95,200
90,0,25,81,200
90,0,82,29,200
90,0,54,11,200
90,0,62,16,200
90,0,48,5,200
90,0,72,13,200
90,0,2,58,200
90,0,20,33,200
90,0,96,47,200
90,0,8,29,200
90,0,88,18,200
90,0,85,64,200
90,0,48,8,200
90,0,13,35,200
90,0,85,29,200
90,0,14,43,200
90,0,24,7,200
90,0,75,86,200
90,0,89,35,200
90,0,90,73,200
90,0,19,12,200
90,0,48,84,200
90,0,46,0,200
90,0,71,80,200
90,0,15,78,200
90,0,62,10,200
90,0,20,15,200
90,0,12,66,200
90,0,75,7,200
90,0,9,22,200
90,0,53,89,200
90,0,1,40,200
90,0,53,1,200
90,0,86,54,200
90,0,65,94,200
90,0,65,13,200
90,0,28,23,200
90,0,93,70,200
90,0,61,85,200
90,0,18,26,200
90,0,24,11,200
90,0,79,26,200
90,0,15,50,200
90,0,62,91,200
90,0,80,88,200
90,0,70,6,200
90,0,79,29,200
90,0,91,62,200
90,0,61,88,200
90,0,34,10,200
90,0,16,42,200
90,0,82,51,200
90,0,6,69,200
90,0,16,73,200
90,0,41,11,200
90,0,79,34,200
90,0,49,88,200
90,0,83,60,200
90,0,19,73,200
90,0,37,11,200
90,0,51,86,200
90,0,86,68,200
90,0,16,86,200
90,0,32,16,200
90,0,54,98,200
90,0,70,93,200
90,0,55,0,200
90,0,34,85,200
90,0,14,75,200
90,0,5,67,200
90,0,98,38,200
90,0,59,17,200
90,0,80,74,200
90,0,97,57,200
90,0,18,20,200
90,0,22,18,200
90,0,5,48,200
90,0,64,2,200
90,0,16,45,200
90,0,73,19,200
90,0,29,89,200
90,0,40,95,200
90,0,81,89,200
90,0,5,70,200
90,0,9,51,200
90,0,86,17,200
90,0,56,4,200
90,0,9,32,200
90,0,84,71,200
90,0,32,84,200
90,0,11,36,200
90,0,77,30,200
90,0,36,98,200
90,0,8,49,200
90,0,31,20,200
90,0,21,85,200
90,0,74,25,200
90,0,99,45,200
90,0,8,51,200
90,0,91,47,200
90,0,97,40,200
90,0,70,20,200
90,0,15,83,200
90,0,68,83,200
90,0,73,14,200
90,0,8,26,200
90,0,27,7,200
90,0,8,39,200
90,0,90,22,200
90,0,81,70,200
90,0,84,37,200
90,0,5,46,200
90,0,29,7,200
90,0,88,36,200
90,0,73,22,200
90,0,45,98,200
90,0,80,75,200
90,0,82,64,200
90,0,60,15,200
90,0,68,22,200
90,0,5,53,200
90,0,33,91,200
90,0,80,77,200
90,0,40,91,200
90,0,32,20,200
90,0,76,22,200
90,0,6,32,200
90,0,17,37,200
90,0,51,11,200
90,0,48,96,200
90,0,64,93,200
90,0,65,84,200
90,0,39,88,200
90,0,1,45,200
90,0,41,89,200
90,0,83,57,200
90,0,14,37,200
90,0,82,55,200
90,0,15,44,200
90,0,72,90,200
90,0,86,69,200
90,0,68,87,200
90,0,99,58,200
90,0,34,14,200
90,0,87,58,200
90,0,11,81,200
90,0,59,93,200
90,0,89,67,200
90,0,80,36,200
90,0,67,19,200
90,0,30,88,200
90,0,19,82,200
90,0,4,67,200
90,0,17,42,200
90,0,57,14,200
90,0,15,55,200
90,0,35,80,200
90,0,46,99,200
90,0,29,13,200
90,0,25,22,200
90,0,17,49,200
90,0,83,87,200
90,0,86,66,200
90,0,2,66,200
90,0,75,20,200
90,0,15,26,200
90,0,84,62,200
90,0,30,82,200
90,0,22,25,200
90,0,49,2,200
90,0,56,14,200
90,0,54,96,200
90,0,46,3,200
90,0,42,0,200
90,0,11,63,200
90,0,58,15,200
90,0,92,54,200
90,0,88,81,200
90,0,25,18,200
90,0,36,4,200
90,0,25,93,200
90,0,81,68,200
90,0,60,5,200
90,0,72,6,200
90,0,27,83,200
90,0,31,95,200
90,0,16,23,200
90,0,66,15,200
90,0,10,49,200
90,0,20,20,200
90,0,67,82,200
90,0,9,66,200
90,0,12,78,200
90,0,88,21,200
90,0,79,87,200
90,0,69,4,200
90,0,52,17,200
90,0,90,65,200
90,0,9,30,200
90,0,12,44,200
90,0,98,45,200
90,0,74,27,200
90,0,53,91,200
90,0,79,31,200
90,0,52,95,200
90,0,0,51,200
90,0,48,89,200
90,0,9,49,200
90,0,27,90,200
90,0,94,71,200
90,0,40,7,200
90,0,84,51,200
90,0,54,1,200
90,0,17,88,200
90,0,73,87,200
90,0,22,21,200
90,0,16,22,200
90,0,13,23,200
90,0,72,86,200
90,0,36,7,200
90,0,51,90,200
90,0,14,61,200
90,0,67,20,200
90,0,75,84,200
90,0,80,84,200
90,0,64,85,200
90,0,1,58,200
90,0,89,20,200
90,0,86,77,200
90,0,70,7,200
90,0,34,16,200
90,0,47,82,200
90,0,91,40,200
90,0,36,82,200
90,0,32,10,200
90,0,24,21,200
90,0,36,13,200
90,0,15,86,200
95,0,84,68,200
95,0,87,63,200
95,0,69,22,200
95,0,20,22,200
95,0,90,46,200
95,0,9,75,200
95,0,85,72,200
95,0,8,35,200
95,0,6,41,200
95,0,80,79,200
95,0,15,58,200
95,0,38,17,200
95,0,62,86,200
95,0,32,6,200
95,0,80,24,200
95,0,7,70,200
95,0,75,80,200
95,0,68,9,200
95,0,87,75,200
95,0,28,94,200
95,0,84,33,200
95,0,54,2,200
95,0,85,46,200
95,0,23,27,200
95,0,10,54,200
95,0,31,19,200
95,0,95,55,200
95,0,85,66,200
95,0,46,12,200
95,0,17,57,200
95,0,52,3,200
95,0,68,90,200
95,0,47,89,200
95,0,9,29,200
95,0,40,99,200
95,0,17,73,200
95,0,25,88,200
95,0,87,59,200
95,0,80,85,200
95,0,17,21,200
95,0,45,85,200
95,0,10,35,200
95,0,30,93,200
95,0,24,27,200
95,0,72,76,200
95,0,85,81,200
95,0,39,18,200
95,0,94,67,200
95,0,92,61,200
95,0,6,51,200
95,0,89,40,200
95,0,83,59,200
95,0,3,40,200
95,0,33,19,200
95,0,93,48,200
95,0,51,92,200
95,0,19,18,200
95,0,89,64,200
95,0,89,47,200
95,0,65,97,200
95,0,87,49,200
95,0,35,16,200
95,0,5,40,200
95,0,67,89,200
95,0,44,8,200
95,0,23,18,200
95,0,10,25,200
95,0,51,17,200
95,0,93,62,200
95,0,79,88,200
95,0,2,44,200
95,0,76,90,200
95,0,63,11,200
95,0,87,51,200
95,0,94,72,200
95,0,84,19,200
95,0,10,33,200
95,0,89,26,200
95,0,87,23,200
95,0,86,51,200
95,0,47,99,200
95,0,82,78,200
95,0,65,9,200
95,0,16,55,200
95,0,92,77,200
95,0,25,20,200
95,0,43,12,200
95,0,94,55,200
95,0,1,52,200
95,0,12,29,200
95,0,16,27,200
95,0,14,39,200
95,0,31,22,200
95,0,15,62,200
95,0,94,47,200
95,0,25,6,200
95,0,95,36,200
95,0,56,83,200
95,0,13,67,200
95,0,13,75,200
95,0,62,19,200
95,0,49,86,200
95,0,47,10,200
95,0,3,56,200
95,0,24,13,200
95,0,80,80,200
95,0,93,67,200
95,0,58,84,200
95,0,92,62,200
95,0,11,52,200
95,0,42,95,200
95,0,49,7,200
95,0,43,93,200
95,0,32,5,200
95,0,82,33,200
95,0,42,17,200
95,0,41,0,200
95,0,24,15,200
95,0,15,77,200
95,0,61,94,200
95,0,82,75,200
95,0,93,49,200
95,0,76,30,200
95,0,89,44,200
95,0,81,74,200
95,0,10,23,200
95,0,16,64,200
95,0,69,19,200
95,0,98,49,200
95,0,86,19,200
95,0,58,90,200
95,0,91,59,200
95,0,11,72,200
95,0,85,27,200
95,0,13,49,200
95,0,22,29,200
95,0,94,37,200
95,0,73,85,200
95,0,31,77,200
95,0,59,12,200
95,0,38,84,200
95,0,14,31,200
95,0,15,73,200
95,0,93,34,200
95,0,84,40,200
95,0,78,15,200
95,0,12,73,200
95,0,90,38,200
95,0,79,89,200
95,0,73,16,200
95,0,3,39,200
95,0,9,25,200
95,0,34,5,200
95,0,22,76,200
95,0,83,68,200
95,0,91,50,200
95,0,93,57,200
95,0,44,88,200
95,0,88,37,200
95,0,69,93,200
95,0,22,9,200
95,0,17,23,200
95,0,45,10,200
95,0,83,71,200
95,0,26,21,200
95,0,82,45,200
95,0,9,33,200
95,0,32,83,200
95,0,97,44,200
95,0,86,59,200
95,0,63,1,200
95,0,23,73,200
95,0,63,9,200
95,0,87,42,200
95,0,93,66,200
95,0,31,92,200
95,0,88,76,200
95,0,20,67,200
95,0,31,90,200
95,0,43,94,200
95,0,78,87,200
95,0,50,4,200
95,0,25,83,200
95,0,29,20,200
95,0,52,10,200
95,0,90,77,200
95,0,69,76,200
95,0,81,61,200
95,0,77,81,200
95,0,17,35,200
95,0,32,92,200
95,0,59,5,200
95,0,15,38,200
95,0,81,32,200
95,0,84,60,200
95,0,67,10,200
95,0,33,93,200
95,0,45,6,200
95,0,17,80,200
95,0,13,57,200
95,0,92,66,200
95,0,76,85,200
95,0,12,32,200
95,0,9,71,200
95,0,5,37,200
95,0,12,56,200
95,0,86,62,200
95,0,59,85,200
95,0,58,14,200
95,0,86,60,200
95,0,61,11,200
95,0,11,43,200
95,0,27,15,200
95,0,18,31,200
95,0,82,12,200
95,0,13,56,200
95,0,96,66,200
95,0,60,3,200
95,0,80,29,200
95,0,30,18,200
95,0,52,91,200
95,0,76,27,200
95,0,47,84,200
95,0,68,12,200
95,0,79,24,200
95,0,73,93,200
95,0,36,15,200
95,0,17,45,200
95,0,91,48,200
95,0,48,85,200
95,0,3,65,200
95,0,20,82,200
95,0,7,57,200
95,0,78,81,200
95,0,25,7,200
95,0,81,23,200
95,0,77,20,200
95,0,81,64,200
95,0,14,49,200
95,0,18,81,200
95,0,7,36,200
95,0,12,35,200
95,0,76,82,200
95,0,0,50,200
95,0,83,80,200
95,0,71,6,200
95,0,67,4,200
95,0,14,27,200
95,0,12,52,200
95,0,36,87,200
95,0,18,76,200
95,0,15,39,200
95,0,33,13,200
95,0,50,83,200
95,0,97,59,200
95,0,23,12,200
95,0,84,65,200
95,0,89,73,200
95,0,36,12,200
95,0,4,31,200
95,0,53,90,200
95,0,61,97,200
95,0,10,77,200
95,0,43,89,200
95,0,38,95,200
95,0,86,61,200
95,0,75,15,200
95,0,2,49,200
95,0,32,2,200
95,0,30,5,200
95,0,24,26,200
95,0,77,12,200
95,0,11,80,200
95,0,86,21,200
95,0,61,9,200
95,0,80,12,200
95,0,37,95,200
95,0,14,59,200
95,0,90,52,200
95,0,61,15,200
95,0,98,61,200
95,0,31,93,200
95,0,35,17,200
95,0,91,69,200
95,0,51,2,200
95,0,57,8,200
95,0,77,24,200
95,0,77,85,200
95,0,37,1,200
95,0,30,84,200
95,0,85,53,200
95,0,2,36,200
95,0,37,2,200
95,0,29,91,200
95,0,30,23,200
95,0,83,84,200
95,0,56,15,200
95,0,23,77,200
95,0,47,17,200
95,0,42,4,200
95,0,16,39,200
95,0,34,80,200
95,0,41,2,200
95,0,75,89,200
95,0,22,79,200
95,0,88,68,200
95,0,16,65,200
95,0,12,46,200
95,0,74,83,200
95,0,20,90,200
95,0,51,14,200
95,0,16,38,200
95,0,73,86,200
95,0,35,83,200
95,0,30,22,200
95,0,11,54,200
95,0,94,34,200
95,0,26,75,200
95,0,53,99,200
95,0,68,19,200
95,0,15,25,200
95,0,12,19,200
95,0,63,85,200
95,0,88,51,200
95,0,24,18,200
95,0,23,71,200
95,0,88,58,200
95,0,35,88,200
95,0,53,0,200
95,0,19,19,200
95,0,21,32,200
95,0,26,89,200
95,0,14,16,200
95,0,6,40,200
95,0,82,17,200
95,0,10,57,200
95,0,27,11,200
95,0,5,41,200
95,0,86,22,200
95,0,90,28,200
95,0,22,14,200
95,0,84,83,200
95,0,22,71,200
95,0,54,94,200
95,0,17,44,200
95,0,77,87,200
95,0,45,14,200
95,0,45,8,200
95,0,0,42,200
95,0,13,25,200
95,0,11,19,200
95,0,5,49,200
95,0,25,10,200
95,0,38,10,200
95,0,32,15,200
95,0,19,64,200
95,0,40,83,200
95,0,84,67,200
95,0,87,46,200
95,0,89,37,200
95,0,70,76,200
95,0,33,7,200
95,0,88,56,200
95,0,27,92,200
95,0,78,85,200
95,0,26,18,200
95,0,39,11,200
95,0,86,63,200
95,0,22,30,200
95,0,29,10,200
95,0,16,54,200
95,0,6,25,200
95,0,77,89,200
95,0,97,45,200
95,0,38,98,200
95,0,75,22,200
95,0,71,10,200
95,0,89,78,200
95,0,19,33,200
95,0,13,33,200
95,0,96,57,200
95,0,88,71,200
95,0,92,65,200
95,0,86,16,200
95,0,81,27,200
95,0,64,87,200
95,0,43,87,200
95,0,60,84,200
95,0,83,49,200
95,0,68,6,200
95,0,85,56,200
95,0,12,23,200
95,0,82,25,200
95,0,8,50,200
95,0,7,64,200
95,0,36,8,200
95,0,87,32,200
95,0,13,47,200
95,0,95,67,200
95,0,21,18,200
95,0,79,69,200
95,0,11,59,200
95,0,61,13,200
95,0,8,27,200
95,0,80,15,200
95,0,10,47,200
95,0,46,4,200
95,0,21,22,200
95,0,29,6,200
95,0,68,82,200
95,0,67,12,200
95,0,20,16,200
95,0,2,34,200
95,0,96,54,200
95,0,48,10,200
95,0,84,74,200
95,0,77,80,200
95,0,64,92,200
95,0,51,4,200
95,0,87,80,200
95,0,28,4,200
95,0,28,93,200
95,0,95,52,200
95,0,42,9,200
95,0,79,16,200
95,0,72,92,200
95,0,32,91,200
95,0,62,87,200
95,0,49,10,200
95,0,14,81,200
95,0,4,41,200
95,0,81,11,200
95,0,8,43,200
95,0,85,42,200
95,0,88,78,200
95,0,64,84,200
95,0,4,28,200
95,0,55,82,200
95,0,8,40,200
95,0,35,79,200
95,0,11,41,200
95,0,75,74,200
95,0,49,0,200
95,0,54,85,200
95,0,64,6,200
95,0,33,9,200
95,0,32,94,200
95,0,42,89,200
95,0,87,83,200
95,0,85,19,200
95,0,98,62,200
95,0,82,63,200
95,0,6,55,200
95,0,54,7,200
95,0,8,24,200
95,0,7,52,200
95,0,18,84,200
95,0,30,81,200
95,0,39,14,200
95,0,16,46,200
95,0,76,17,200
95,0,98,52,200
95,0,8,56,200
95,0,6,66,200
95,0,34,18,200
95,0,90,62,200
95,0,40,92,200
95,0,12,79,200
95,0,55,5,200
95,0,11,73,200
95,0,16,24,200
95,0,7,53,200
95,0,68,5,200
95,0,22,8,200
95,0,1,38,200
95,0,18,23,200
95,0,35,3,200
95,0,93,38,200
95,0,34,96,200
95,0,88,49,200
95,0,63,90,200
95,0,69,86,200
95,0,87,25,200
95,0,17,14,200
95,0,17,63,200
95,0,19,16,200
95,0,22,23,200
95,0,6,50,200
95,0,54,10,200
95,0,89,56,200
95,0,34,8,200
95,0,29,81,200
95,0,33,88,200
95,0,8,22,200
95,0,82,42,200
95,0,66,88,200
95,0,80,26,200
95,0,89,55,200
95,0,87,41,200
95,0,24,22,200
95,0,11,70,200
95,0,31,6,200
95,0,62,13,200
95,0,7,46,200
95,0,63,16,200
95,0,84,73,200
95,0,35,12,200
95,0,60,82,200
95,0,53,86,200
95,0,24,19,200
95,0,96,45,200
95,0,81,33,200
95,0,52,16,200
95,0,46,10,200
95,0,67,11,200
95,0,54,9,200
95,0,32,95,200
95,0,73,75,200
95,0,59,87,200
95,0,51,94,200
95,0,36,89,200
95,0,11,60,200
95,0,26,20,200
95,0,36,96,200
95,0,91,26,200
95,0,48,92,200
95,0,63,96,200
95,0,81,24,200
95,0,59,88,200
95,0,9,54,200
95,0,43,96,200
95,0,24,88,200
95,0,46,13,200
95,0,5,54,200
95,0,93,58,200
95,0,50,94,200
95,0,12,82,200
95,0,60,4,200
95,0,6,64,200
95,0,9,63,200
95,0,1,36,200
95,0,67,21,200
95,0,84,54,200
95,0,88,57,200
95,0,9,28,200
95,0,51,5,200
95,0,66,7,200
95,0,78,14,200
95,0,58,81,200
95,0,58,82,200
95,0,14,77,200
95,0,11,62,200
95,0,24,29,200
95,0,55,93,200
95,0,3,66,200
95,0,39,93,200
95,0,80,18,200
95,0,83,33,200
95,0,41,95,200
95,0,95,58,200
95,0,75,10,200
95,0,91,29,200
95,0,89,49,200
95,0,22,81,200
95,0,99,40,200
95,0,90,72,200
95,0,38,4,200
95,0,76,88,200
95,0,92,71,200
95,0,92,41,200
95,0,83,38,200
95,0,7,25,200
95,0,25,78,200
95,0,95,48,200
95,0,9,36,200
95,0,29,83,200
95,0,94,52,200
95,0,32,97,200
95,0,21,88,200
95,0,65,88,200
95,0,82,66,200
95,0,75,72,200
95,0,82,43,200
95,0,82,13,200
95,0,28,9,200
95,0,19,28,200
95,0,83,22,200
95,0,31,78,200
95,0,67,91,200
95,0,12,60,200
95,0,56,8,200
95,0,20,27,200
95,0,53,88,200
95,0,12,69,200
95,0,26,23,200
95,0,28,6,200
95,0,68,7,200
95,0,83,24,200
95,0,11,25,200
95,0,94,36,200
95,0,2,50,200
95,0,74,23,200
95,0,75,77,200
95,0,85,15,200
95,0,14,63,200
95,0,78,79,200
95,0,65,19,200
95,0,96,39,200
95,0,8,61,200
95,0,93,44,200
95,0,67,13,200
95,0,52,6,200
95,0,23,91,200
95,0,23,8,200
95,0,78,16,200
95,0,36,16,200
95,0,10,72,200
95,0,76,80,200
95,0,95,49,200
95,0,41,3,200
95,0,61,2,200
95,0,37,87,200
95,0,72,24,200
95,0,74,6,200
95,0,13,44,200
95,0,17,60,200
95,0,92,55,200
95,0,79,32,200
95,0,64,81,200
95,0,42,98,200
95,0,23,19,200
95,0,87,82,200
95,0,39,86,200
95,0,81,62,200
95,0,7,55,200
95,0,39,1,200
95,0,34,2,200
95,0,88,43,200
95,0,85,84,200
95,0,33,15,200
95,0,20,88,200
95,0,18,89,200
95,0,35,86,200
95,0,42,99,200
95,0,41,13,200
95,0,41,15,200
95,0,14,73,200
95,0,13,26,200
95,0,38,13,200
95,0,17,72,200
95,0,12,64,200
95,0,24,84,200
95,0,78,10,200
95,0,53,87,200
95,0,50,5,200
95,0,0,53,200
95,0,41,96,200
95,0,18,17,200
95,0,1,50,200
95,0,44,15,200
95,0,29,79,200
95,0,15,31,200
95,0,84,84,200
95,0,8,76,200
95,0,92,57,200
95,0,12,61,200
95,0,26,17,200
95,0,32,3,200
95,0,81,41,200
95,0,64,10,200
95,0,81,84,200
95,0,57,17,200
95,0,16,20,200
95,0,32,9,200
95,0,73,81,200
95,0,55,88,200
95,0,21,76,200
95,0,46,88,200
95,0,86,50,200
95,0,21,15,200
95,0,28,82,200
95,0,26,11,200
95,0,75,29,200
95,0,36,85,200
95,0,87,70,200
95,0,55,97,200
95,0,86,83,200
95,0,20,26,200
95,0,79,73,200
95,0,4,53,200
95,0,70,77,200
95,0,12,68,200
95,0,6,58,200
95,0,66,20,200
95,0,39,90,200
95,0,51,99,200
95,0,72,80,200
95,0,25,90,200
95,0,52,87,200
95,0,26,6,200
95,0,88,29,200
95,0,25,91,200
95,0,74,17,200
95,0,76,89,200
95,0,66,87,200
95,0,44,96,200
95,0,60,7,200
95,0,15,46,200
95,0,14,18,200
95,0,16,19,200
95,0,58,5,200
95,0,48,16,200
95,0,89,54,200
95,0,92,46,200
95,0,99,41,200
95,0,34,82,200
95,0,89,25,200
95,0,27,87,200
95,0,93,26,200
95,0,56,3,200
95,0,6,75,200
95,0,69,15,200
95,0,16,17,200
95,0,98,51,200
95,0,37,13,200
95,0,12,54,200
95,0,6,73,200
95,0,51,13,200
95,0,50,90,200
95,0,87,55,200
95,0,52,94,200
95,0,64,9,200
95,0,94,46,200
95,0,13,58,200
95,0,38,1,200
95,0,80,32,200
95,0,54,82,200
95,0,42,94,200
95,0,92,56,200
95,0,75,73,200
95,0,80,64,200
95,0,57,96,200
95,0,90,71,200
95,0,42,86,200
95,0,71,24,200
95,0,10,41,200
95,0,21,9,200
95,0,46,17,200
95,0,16,28,200
95,0,17,83,200
95,0,1,46,200
95,0,9,37,200
95,0,40,93,200
95,0,61,10,200
95,0,14,65,200
95,0,70,24,200
95,0,58,1,200
95,0,18,33,200
95,0,13,70,200
95,0,93,35,200
95,0,23,21,200
95,0,79,17,200
95,0,18,87,200
95,0,59,99,200
95,0,11,17,200
95,0,81,30,200
95,0,7,73,200
95,0,7,56,200
95,0,24,6,200
95,0,88,75,200
95,0,92,40,200
95,0,79,19,200
95,0,43,9,200
95,0,14,48,200
95,0,69,8,200
95,0,81,71,200
95,0,3,37,200
95,0,18,13,200
95,0,17,39,200
95,0,1,60,200
95,0,84,47,200
95,0,40,12,200
95,0,66,91,200
95,0,71,88,200
95,0,17,66,200
95,0,71,20,200
95,0,13,63,200
95,0,92,59,200
95,0,38,11,200
95,0,95,51,200
95,0,5,29,200
95,0,47,6,200
95,0,26,9,200
95,0,91,56,200
95,0,88,22,200
95,0,62,80,200
95,0,87,20,200
95,0,72,74,200
95,0,60,87,200
95,0,84,63,200
95,0,10,52,200
95,0,42,3,200
95,0,50,97,200
95,0,5,55,200
95,0,67,16,200
95,0,83,81,200
95,0,48,95,200
95,0,84,32,200
95,0,65,4,200
95,0,12,45,200
95,0,72,83,200
95,0,3,61,200
95,0,91,32,200
95,0,85,49,200
95,0,25,8,200
95,0,30,19,200
95,0,86,34,200
95,0,27,24,200
95,0,84,22,200
95,0,71,84,200
95,0,20,14,200
95,0,24,90,200
95,0,26,85,200
95,0,93,61,200
95,0,20,68,200
95,0,81,21,200
95,0,98,46,200
95,0,22,92,200
95,0,6,74,200
95,0,80,19,200
95,0,23,23,200
95,0,15,84,200
95,0,92,30,200
95,0,90,25,200
95,0,99,48,200
95,0,55,90,200
95,0,76,13,200
95,0,91,57,200
95,0,3,45,200
95,0,13,31,200
95,0,68,10,200
95,0,15,45,200
95,0,79,27,200
95,0,54,83,200
95,0,19,62,200
95,0,33,14,200
95,0,72,15,200
95,0,82,60,200
95,0,83,70,200
95,0,18,22,200
95,0,97,52,200
95,0,99,51,200
95,0,70,9,200
95,0,14,57,200
95,0,38,94,200
95,0,10,26,200
95,0,23,80,200
95,0,22,73,200
95,0,55,94,200
95,0,55,16,200
95,0,14,62,200
95,0,75,26,200
95,0,9,72,200
95,0,78,75,200
95,0,13,27,200
95,0,10,60,200
95,0,40,16,200
95,0,57,85,200
95,0,94,54,200
95,0,10,29,200
95,0,85,54,200
95,0,40,97,200
95,0,58,0,200
95,0,72,9,200
95,0,16,78,200
95,0,59,6,200
95,0,90,53,200
95,0,33,10,200
95,0,49,14,200
95,0,47,3,200
95,0,27,75,200
95,0,70,86,200
95,0,51,93,200
95,0,64,79,200
95,0,50,91,200
95,0,53,14,200
95,0,97,60,200
95,0,12,18,200
95,0,86,84,200
95,0,16,44,200
95,0,95,61,200
95,0,96,52,200
95,0,81,17,200
95,0,33,2,200
95,0,73,9,200
95,0,46,98,200
95,0,17,43,200
95,0,97,35,200
95,0,49,84,200
95,0,88,50,200
95,0,14,85,200
95,0,90,45,200
95,0,20,35,200
95,0,59,3,200
95,0,9,46,200
95,0,34,81,200
95,0,11,18,200
95,0,89,39,200
95,0,83,44,200
95,0,60,2,200
95,0,61,84,200
95,0,51,85,200
95,0,53,96,200
95,0,32,88,200
95,0,72,79,200
95,0,65,80,200
95,0,65,15,200
95,0,6,67,200
95,0,23,87,200
95,0,82,71,200
95,0,10,28,200
95,0,51,87,200
95,0,31,89,200
95,0,14,53,200
95,0,32,7,200
95,0,16,29,200
95,0,7,68,200
95,0,60,1,200
95,0,45,88,200
95,0,94,44,200
95,0,87,21,200
95,0,13,83,200
95,0,34,94,200
95,0,83,74,200
95,0,59,18,200
95,0,17,75,200
95,0,17,56,200
95,0,66,2,200
95,0,89,32,200
95,0,48,2,200
95,0,87,54,200
95,0,37,91,200
95,0,19,15,200
95,0,76,74,200
95,0,19,66,200
95,0,98,41,200
95,0,76,29,200
100,0,4,68,200
100,0,27,18,200
100,0,53,9,200
100,0,95,70,200
100,0,71,87,200
100,0,15,74,200
100,0,3,64,200
100,0,19,76,200
100,0,20,76,200
100,0,41,94,200
100,0,66,16,200
100,0,83,53,200
100,0,19,73,200
100,0,64,14,200
100,0,2,38,200
100,0,16,33,200
100,0,87,27,200
100,0,16,37,200
100,0,15,81,200
100,0,26,80,200
100,0,96,41,200
100,0,71,23,200
100,0,29,5,200
100,0,27,14,200
100,0,72,20,200
100,0,2,51,200
100,0,31,95,200
100,0,28,84,200
100,0,48,87,200
100,0,28,75,200
100,0,34,10,200
100,0,97,48,200
100,0,39,91,200
100,0,84,21,200
100,0,85,71,200
100,0,89,48,200
100,0,90,70,200
100,0,83,50,200
100,0,0,49,200
100,0,82,40,200
100,0,41,86,200
100,0,55,15,200
100,0,82,18,200
100,0,79,90,200
100,0,82,69,200
100,0,95,69,200
100,0,93,64,200
100,0,93,68,200
100,0,5,59,200
100,0,81,13,200
100,0,49,91,200
100,0,33,3,200
100,0,11,67,200
100,0,37,97,200
100,0,7,59,200
100,0,57,90,200
100,0,13,37,200
100,0,7,62,200
100,0,89,74,200
100,0,50,86,200
100,0,89,38,200
100,0,79,12,200
100,0,94,29,200
100,0,89,28,200
100,0,35,87,200
100,0,39,87,200
100,0,80,75,200
100,0,16,30,200
100,0,84,43,200
100,0,71,13,200
100,0,45,0,200
100,0,66,81,200
100,0,82,24,200
100,0,67,84,200
100,0,34,7,200
100,0,60,18,200
100,0,40,90,200
100,0,45,94,200
100,0,37,15,200
100,0,96,32,200
100,0,23,29,200
100,0,91,42,200
100,0,11,20,200
100,0,95,45,200
100,0,11,26,200
100,0,46,97,200
100,0,29,82,200
100,0,96,37,200
100,0,83,25,200
100,0,66,85,200
100,0,23,89,200
100,0,68,11,200
100,0,34,17,200
100,0,36,86,200
100,0,13,30,200
100,0,23,15,200
100,0,47,7,200
100,0,97,63,200
100,0,35,91,200
100,0,80,34,200
100,0,82,28,200
100,0,11,50,200
100,0,59,82,200
100,0,7,58,200
100,0,70,23,200
100,0,15,24,200
100,0,64,8,200
100,0,26,73,200
100,0,68,17,200
100,0,95,56,200
100,0,87,58,200
100,0,52,11,200
100,0,5,52,200
100,0,1,55,200
100,0,46,9,200
100,0,44,84,200
100,0,10,36,200
100,0,80,30,200
100,0,97,34,200
100,0,3,36,200
100,0,83,48,200
100,0,35,13,200
100,0,18,61,200
100,0,11,29,200
100,0,31,94,200
100,0,59,4,200
100,0,77,73,200
100,0,92,35,200
100,0,66,4,200
100,0,24,14,200
100,0,84,77,200
100,0,79,13,200
100,0,92,44,200
100,0,13,28,200
100,0,74,73,200
100,0,26,14,200
100,0,13,43,200
100,0,1,37,200
100,0,14,75,200
100,0,13,66,200
100,0,63,8,200
100,0,71,8,200
100,0,47,98,200
100,0,37,86,200
100,0,99,42,200
100,0,17,84,200
100,0,98,59,200
100,0,72,11,200
100,0,59,91,200
100,0,70,94,200
100,0,42,84,200
100,0,36,84,200
100,0,95,28,200
100,0,13,23,200
100,0,66,89,200
100,0,51,8,200
100,0,4,46,200
100,0,86,74,200
100,0,15,28,200
100,0,83,62,200
100,0,64,13,200
100,0,4,29,200
100,0,57,10,200
100,0,20,18,200
100,0,85,40,200
100,0,54,96,200
100,0,75,23,200
100,0,28,10,200
100,0,44,14,200
100,0,19,32,200
100,0,35,18,200
100,0,6,69,200
100,0,82,57,200
100,0,62,98,200
100,0,9,34,200
100,0,39,84,200
100,0,22,72,200
100,0,5,60,200
100,0,13,53,200
100,0,86,76,200
100,0,43,91,200
100,0,62,3,200
100,0,84,37,200
100,0,22,70,200
100,0,78,27,200
100,0,18,35,200
100,0,68,84,200
100,0,5,65,200
100,0,84,28,200
100,0,74,21,200
100,0,82,38,200
100,0,38,83,200
100,0,19,29,200
100,0,96,42,200
100,0,76,9,200
100,0,12,58,200
100,0,21,77,200
100,0,5,27,200
100,0,63,2,200
100,0,9,69,200
100,0,4,45,200
100,0,77,84,200
100,0,75,13,200
100,0,26,78,200
100,0,20,9,200
